Date,Close,XOM,GOLD,BAC,DE_AGRI,BA,Labels
2010-10-07,24.53,63.85,101.0,13.31,71.9,68.46,111011
2010-10-08,24.57,64.38,103.41,13.18,75.35,69.23,110001
2010-10-11,24.59,64.55,103.14,13.15,75.31,69.99,110101
2010-10-12,24.83,64.7,102.2,13.52,74.66,70.22,111011
2010-10-13,25.34,65.04,103.41,13.29,75.28,71.47,011000
2010-10-14,25.23,65.3,105.12,12.6,75.09,71.36,100010
2010-10-15,25.54,65.19,103.85,11.98,76.16,70.11,110101
2010-10-18,25.82,66.28,102.39,12.34,76.05,70.23,000000
2010-10-19,25.1,65.12,96.35,11.8,74.92,69.05,111011
2010-10-20,25.31,66.01,97.06,11.75,76.44,71.36,110011
2010-10-21,25.42,66.32,94.43,11.36,77.05,71.5,011110
2010-10-22,25.3775,66.34,94.44,11.44,77.25,71.26,001001
2010-10-25,25.19,66.2,94.45,11.16,77.24,71.66,110100
2010-10-26,25.9,66.53,93.99,11.3,76.42,71.3,100100
2010-10-27,26.05,65.67,91.5,11.54,75.84,70.86,111001
2010-10-28,26.28,66.22,93.07,11.53,75.5,71.27,111010
2010-10-29,26.665,66.49,93.92,11.449,76.8,70.64,111100
2010-11-01,26.95,66.95,94.21,11.5,76.34,70.48,111010
2010-11-02,27.39,67.84,95.04,11.4,77.34,69.78,010110
2010-11-03,27.03,67.97,93.56,11.52,77.52,68.94,111111
2010-11-04,27.14,69.38,97.31,12.13,79.18,70.85,010101
2010-11-05,26.85,70.0,97.01,12.36,79.1,71.27,011100
2010-11-08,26.81,70.32,98.08,12.6,78.67,70.21,110000
2010-11-09,26.95,70.63,96.62,12.27,77.87,69.25,011110
2010-11-10,26.94,71.13,99.36,12.57,78.92,67.07,011000
2010-11-11,26.68,71.83,100.34,12.37,78.79,65.37,000000
2010-11-12,26.27,70.99,98.51,12.12,76.86,63.09,000001
2010-11-15,26.2,70.48,97.5775,12.1,76.48,63.61,000000
2010-11-16,25.81,68.94,95.31,11.94,75.7,62.78,010010
2010-11-17,25.57,69.01,94.53,11.62,76.0,62.5,111111
2010-11-18,25.8375,70.31,96.33,11.7,77.28,64.61,011010
2010-11-19,25.69,70.54,96.67,11.66,77.98,63.59,101001
2010-11-22,25.73,70.19,97.49,11.3,77.25,64.03,000000
2010-11-23,25.12,68.98,95.78,11.09,76.34,63.6,110101
2010-11-24,25.37,69.88,95.71,11.28,76.23,65.41,000000
2010-11-26,25.25,69.23,95.44,11.12,76.0,64.8,110100
2010-11-29,25.31,69.45,94.04,11.31,75.18,64.36,011000
2010-11-30,25.2575,69.56,94.06,10.95,74.7,63.77,110111
2010-12-01,26.04,71.33,94.0475,11.29,76.14,65.72,111111
2010-12-02,26.89,71.48,94.25,11.68,78.3,66.59,100110
2010-12-03,27.02,71.19,93.59,11.86,78.31,66.54,010011
2010-12-06,26.84,71.31,93.45,11.64,79.04,66.59,110010
2010-12-07,26.87,71.46,91.22,11.57,81.42,66.23,110100
2010-12-08,27.23,71.85,89.32,12.0,80.61,65.18,010100
2010-12-09,27.08,72.0,88.86,12.65,80.55,64.61,111110
2010-12-10,27.34,72.18,89.57,12.8,82.14,64.16,011000
2010-12-13,27.245,72.36,91.22,12.54,81.91,63.79,100011
2010-12-14,27.62,72.18,89.97,12.4,82.54,64.49,100000
2010-12-15,27.85,71.85,88.14,12.29,81.56,64.24,110111
2010-12-16,27.9875,72.22,87.76,12.52,82.28,64.4,000101
2010-12-17,27.9025,72.17,87.25,12.57,81.55,65.03,010110
2010-12-20,27.81,72.22,87.17,12.62,82.57,63.27,110111
2010-12-21,28.07,72.72,84.79,12.98,84.46,64.19,110101
2010-12-22,28.1875,72.8,84.33,13.38,83.95,64.61,110001
2010-12-23,28.3,73.2,84.2,13.06,83.58,65.06,000100
2010-12-27,28.07,73.01,81.56,13.27,83.57,64.75,011101
2010-12-28,28.01,73.42,84.13,13.34,83.54,64.86,000001
2010-12-29,27.97,73.37,83.83,13.31,83.31,65.05,000000
2010-12-30,27.85,73.36,81.89,13.28,83.3,65.01,101101
2010-12-31,27.91,73.12,82.33,13.34,83.05,65.26,110111
2011-01-03,27.98,74.55,81.6,14.19,83.59,66.4,110101
2011-01-04,28.0875,74.9,80.68,14.24,83.02,66.94,000111
2011-01-05,28.0,74.7,78.17,14.5,84.24,67.48,111011
2011-01-06,28.82,75.18,79.14,14.44,84.25,68.8,011011
2011-01-07,28.6,75.59,79.31,14.25,84.34,69.38,001110
2011-01-10,28.22,75.13,80.18,14.4,84.58,69.09,011110
2011-01-11,28.11,75.69,81.42,14.69,85.66,68.96,111111
2011-01-12,28.55,76.58,81.6,14.99,87.45,70.15,010010
2011-01-13,28.19,76.71,80.87,14.77,89.47,69.83,111111
2011-01-14,28.3,77.84,81.31,15.25,89.52,70.07,111011
2011-01-18,28.66,78.71,83.24,15.0,90.6,72.47,000000
2011-01-19,28.47,78.24,82.24,14.37,89.4,71.73,000100
2011-01-20,28.3525,77.75,79.63,14.54,89.26,71.12,010001
2011-01-21,28.02,78.98,79.53,14.25,89.24,71.68,100011
2011-01-24,28.38,78.59,79.29,13.92,90.12,72.73,110000
2011-01-25,28.45,78.68,76.3,13.63,89.39,72.24,111010
2011-01-26,28.78,79.66,76.96,13.55,90.99,70.02,110101
2011-01-27,28.87,79.88,76.01,13.67,90.98,70.56,001000
2011-01-28,27.751,78.99,76.43,13.6,88.91,69.23,011111
2011-01-31,27.725,80.68,76.49,13.73,90.9,69.48,111111
2011-02-01,27.9925,83.91,78.76,14.31,92.96,70.29,000011
2011-02-02,27.94,83.41,78.59,14.24,94.09,71.0,011100
2011-02-03,27.65,83.44,80.34,14.43,93.48,70.98,100001
2011-02-04,27.77,83.28,79.96,14.29,93.21,71.38,111111
2011-02-07,28.1975,83.93,82.05,14.67,94.14,71.93,101001
2011-02-08,28.2825,82.98,82.255,14.61,93.49,72.71,000110
2011-02-09,27.97,82.55,80.04,14.64,93.95,72.63,010011
2011-02-10,27.5,83.2,78.76,14.49,94.52,72.66,000110
2011-02-11,27.25,82.82,77.02,14.77,95.42,72.14,011101
2011-02-14,27.23,84.91,77.86,14.89,94.76,72.26,001000
2011-02-15,26.96,82.97,78.19,14.77,93.62,71.4,111111
2011-02-16,27.02,83.69,78.81,14.84,95.86,72.48,111000
2011-02-17,27.21,83.88,79.14,14.81,95.26,72.24,011001
2011-02-18,27.06,84.5,81.86,14.75,95.0,73.04,010000
2011-02-22,26.59,85.44,80.76,14.18,91.0,70.93,011000
2011-02-23,26.59,87.07,80.85,14.17,88.26,70.23,100011
2011-02-24,26.77,85.97,79.57,13.97,88.91,70.76,001111
2011-02-25,26.55,85.34,81.3,14.2,90.49,72.3,110100
2011-02-28,26.58,85.53,80.95,14.29,90.15,72.01,001000
2011-03-01,26.16,84.8,81.98,13.93,89.06,70.12,010010
2011-03-02,26.0775,85.08,81.49,13.83,89.55,69.57,110111
2011-03-03,26.2,85.82,80.51,14.27,92.63,71.71,000001
2011-03-04,25.9525,85.08,80.48,14.12,92.35,71.8,000000
2011-03-07,25.72,84.72,77.01,14.03,90.37,70.88,100111
2011-03-08,25.91,84.6,73.75,14.69,91.51,72.04,001001
2011-03-09,25.89,84.38,74.94,14.59,89.82,72.09,000000
2011-03-10,25.41,81.38,72.57,14.26,87.55,71.29,111111
2011-03-11,25.68,82.12,73.63,14.38,87.79,71.64,110000
2011-03-14,25.69,82.38,73.46,14.23,87.63,70.74,000010
2011-03-15,25.39,81.39,72.47,13.96,87.68,69.69,000000
2011-03-16,24.79,79.31,71.47,13.69,86.91,67.69,011111
2011-03-17,24.78,81.16,72.2,13.98,89.38,68.3,101111
2011-03-18,24.8,80.85,73.19,14.04,90.1,69.1,111111
2011-03-21,25.33,82.84,73.37,14.05,91.61,71.2,001001
2011-03-22,25.295,82.56,74.05,13.88,91.05,71.85,111011
2011-03-23,25.54,82.6,75.49,13.65,91.43,72.72,111011
2011-03-24,25.81,82.73,75.78,13.48,93.23,72.76,011011
2011-03-25,25.62,83.62,76.1,13.34,94.24,73.34,000100
2011-03-28,25.41,83.47,73.87,13.37,93.3,73.3,100011
2011-03-29,25.49,83.25,73.8,13.35,93.95,73.62,111111
2011-03-30,25.61,84.49,74.02,13.45,94.45,73.8,001011
2011-03-31,25.39,84.13,81.54,13.33,96.89,73.93,111111
2011-04-01,25.48,84.68,83.6,13.37,98.6,74.01,110110
2011-04-04,25.55,84.87,81.57,13.44,99.24,73.95,111100
2011-04-05,25.78,85.42,87.84,13.47,98.21,73.23,100101
2011-04-06,26.15,85.18,85.65,13.72,97.01,73.72,110001
2011-04-07,26.2,85.76,85.36,13.61,96.47,74.29,011000
2011-04-08,26.07,85.95,87.2,13.48,95.93,73.47,000101
2011-04-11,25.98,85.16,85.85,13.49,94.99,73.76,000000
2011-04-12,25.64,83.18,85.07,13.47,93.45,73.08,000010
2011-04-13,25.63,83.16,84.3,13.27,93.58,72.13,011011
2011-04-14,25.42,83.44,86.2,13.13,94.25,72.3,010001
2011-04-15,25.37,84.29,86.16,12.82,93.76,72.6,000001
2011-04-18,25.08,83.1,85.41,12.42,91.53,72.79,110011
2011-04-19,25.15,83.8,85.32,12.34,92.38,73.15,111011
2011-04-20,25.76,85.65,86.9,12.27,93.89,75.07,011111
2011-04-21,25.52,86.36,87.2,12.31,95.25,75.44,100100
2011-04-25,25.61,86.22,85.32,12.44,94.72,74.9,111011
2011-04-26,26.19,87.42,85.64,12.23,97.0,75.55,111101
2011-04-27,26.38,87.78,87.03,12.33,96.76,76.12,100101
2011-04-28,26.71,87.34,85.45,12.42,95.91,78.55,011011
2011-04-29,25.92,87.98,86.57,12.28,97.5,79.78,000100
2011-05-02,25.66,86.97,83.75,12.34,97.39,79.53,100100
2011-05-03,25.81,85.62,81.98,12.6,94.98,79.51,101000
2011-05-04,26.06,84.81,83.13,12.49,93.03,78.84,000000
2011-05-05,25.79,82.62,79.37,12.3,91.54,78.45,111101
2011-05-06,25.87,82.69,79.73,12.31,91.53,79.31,011011
2011-05-09,25.83,83.18,80.23,12.18,92.8,79.64,010111
2011-05-10,25.67,83.34,79.77,12.28,94.49,79.95,000000
2011-05-11,25.36,81.12,78.07,12.25,91.29,79.08,000001
2011-05-12,25.32,81.05,76.62,12.2,90.36,79.41,000000
2011-05-13,25.03,80.87,76.12,11.93,87.72,79.03,000010
2011-05-16,24.57,80.24,75.41,11.86,88.13,77.77,011100
2011-05-17,24.52,80.41,76.73,11.9,86.96,76.68,111001
2011-05-18,24.69,81.74,77.78,11.79,86.5,77.14,110001
2011-05-19,24.715,82.33,77.01,11.69,86.04,78.02,001000
2011-05-20,24.49,81.57,77.84,11.58,84.75,77.52,000000
2011-05-23,24.17,80.67,76.33,11.42,83.06,76.28,011110
2011-05-24,24.15,81.29,78.43,11.46,83.45,75.57,111011
2011-05-25,24.19,81.96,78.92,11.38,84.71,76.32,111111
2011-05-26,24.67,82.39,79.57,11.46,84.94,76.66,111111
2011-05-27,24.76,82.63,81.18,11.69,85.74,76.99,111111
2011-05-31,25.01,83.47,81.96,11.75,86.08,78.03,000000
2011-06-01,24.43,82.03,80.63,11.24,82.76,75.35,001111
2011-06-02,24.22,81.33,80.82,11.29,84.23,75.69,001000
2011-06-03,23.905,81.18,81.0,11.28,82.2,74.84,100000
2011-06-06,24.01,80.29,79.72,10.83,81.7,74.58,101000
2011-06-07,24.06,80.0,80.31,10.65,81.21,74.18,010000
2011-06-08,23.94,80.76,77.04,10.54,79.96,73.85,111111
2011-06-09,23.96,81.18,80.08,10.65,82.0,74.18,000100
2011-06-10,23.705,79.78,78.01,10.8,81.8,72.69,100101
2011-06-13,24.04,79.23,76.53,10.97,80.2,72.94,111011
2011-06-14,24.22,80.38,77.76,10.8,82.0,74.64,000000
2011-06-15,23.74,78.66,75.99,10.5,80.21,73.85,110101
2011-06-16,23.995,79.22,74.39,10.6,79.27,74.01,101101
2011-06-17,24.26,79.02,75.13,10.68,78.53,74.16,110011
2011-06-20,24.47,79.71,75.05,10.6,80.06,74.52,111110
2011-06-21,24.76,80.57,78.15,10.83,82.13,73.98,001000
2011-06-22,24.65,79.82,79.64,10.79,81.57,72.12,001010
2011-06-23,24.63,78.44,80.03,10.71,81.73,71.25,000001
2011-06-24,24.3,76.78,78.66,10.52,79.98,71.26,111111
2011-06-27,25.2,77.92,79.61,10.85,80.69,71.62,111011
2011-06-28,25.8,79.63,81.28,10.82,81.95,72.09,011111
2011-06-29,25.62,80.25,83.34,11.14,82.43,72.72,111011
2011-06-30,26.0,81.38,84.05,10.96,82.45,73.93,110111
2011-07-01,26.02,82.01,82.69,11.09,84.54,74.27,101010
2011-07-05,26.03,81.6,83.09,11.0,84.84,74.15,100001
2011-07-06,26.33,81.57,82.96,10.74,84.59,74.74,111111
2011-07-07,26.77,82.36,84.11,10.92,86.44,75.99,110000
2011-07-08,26.92,82.42,83.76,10.7,86.11,75.07,000000
2011-07-11,26.63,81.9,83.39,10.35,83.49,73.35,001000
2011-07-12,26.54,81.89,83.87,10.21,81.65,71.93,111011
2011-07-13,26.63,82.48,87.01,10.2,81.89,72.17,001000
2011-07-14,26.47,82.24,87.26,10.07,81.43,71.19,111011
2011-07-15,26.78,83.0,88.0,10.0,81.69,71.28,001000
2011-07-18,26.59,82.65,89.16,9.72,79.8,69.55,110011
2011-07-19,27.54,83.63,88.33,9.57,80.88,70.53,001101
2011-07-20,27.06,83.3,89.23,9.85,80.48,72.07,111111
2011-07-21,27.095,85.02,90.3,10.23,82.3,72.89,111000
2011-07-22,27.53,85.22,90.63,10.13,81.24,72.67,101010
2011-07-25,27.91,84.57,90.77,10.01,81.89,71.31,101000
2011-07-26,28.08,84.37,91.92,10.0,80.9,70.16,000001
2011-07-27,27.33,83.31,91.06,9.68,79.42,70.63,101101
2011-07-28,27.72,81.46,91.24,9.79,79.39,70.66,000000
2011-07-29,27.4,79.79,90.81,9.71,78.51,70.47,000110
2011-08-01,27.27,79.6,89.97,9.81,78.72,70.33,001000
2011-08-02,26.8,77.84,90.98,9.49,76.82,67.7,100110
2011-08-03,26.92,77.72,90.73,9.54,77.07,67.34,001000
2011-08-04,25.94,73.84,93.6,8.83,72.41,63.09,011010
2011-08-05,25.68,74.82,94.48,8.17,72.66,62.75,001000
2011-08-08,24.48,70.19,98.43,6.51,67.05,58.71,111111
2011-08-09,25.58,71.64,100.79,7.6,70.93,62.34,001000
2011-08-10,24.2,68.03,103.89,6.77,67.99,57.41,110111
2011-08-11,25.19,71.58,100.8,7.25,73.48,58.85,010011
2011-08-12,25.1,72.0,100.75,7.19,74.97,61.75,111111
2011-08-15,25.51,74.29,102.96,7.76,76.5,62.7,001000
2011-08-16,25.35,73.5,105.22,7.4,75.16,62.23,011100
2011-08-17,25.245,74.16,106.01,7.46,74.26,62.18,000000
2011-08-18,24.67,70.94,104.2,7.01,70.15,58.93,001000
2011-08-19,24.05,69.8,109.99,6.97,69.01,57.54,011011
2011-08-22,23.98,70.18,113.74,6.42,70.0,58.38,110011
2011-08-23,24.72,73.66,106.86,6.3,72.66,60.77,100111
2011-08-24,24.9,73.54,104.83,6.99,75.1,61.69,000100
2011-08-25,24.57,71.77,104.27,7.65,73.06,61.1,111111
2011-08-26,25.25,72.64,106.36,7.76,76.03,62.8,110111
2011-08-29,25.84,74.12,103.72,8.39,78.91,64.6,101011
2011-08-30,26.23,73.91,105.17,8.12,80.11,66.03,111111
2011-08-31,26.6,74.02,105.55,8.17,80.82,66.86,000000
2011-09-01,26.21,73.49,103.59,7.91,79.89,66.05,001000
2011-09-02,25.8,72.14,108.0,7.25,78.03,64.03,001000
2011-09-06,25.51,71.15,109.18,6.99,77.14,62.77,110111
2011-09-07,26.0,73.65,108.88,7.48,79.35,64.9,101000
2011-09-08,26.22,72.82,112.46,7.2,77.26,62.81,000000
2011-09-09,25.74,71.01,111.71,6.98,75.26,61.79,110101
2011-09-12,25.89,71.84,108.56,7.05,75.04,62.39,101011
2011-09-13,26.04,71.65,111.23,7.0,76.56,62.85,110111
2011-09-14,26.5,72.64,108.6,7.05,77.29,63.03,110111
2011-09-15,26.99,74.01,106.96,7.33,78.64,64.32,111001
2011-09-16,27.12,74.55,108.84,7.23,78.02,65.38,101000
2011-09-19,27.21,73.7,110.12,6.99,77.19,64.15,011000
2011-09-20,26.98,74.01,113.45,6.9,75.98,63.56,000000
2011-09-21,25.99,71.97,110.21,6.38,72.82,61.02,000000
2011-09-22,25.06,69.24,102.94,6.06,68.59,58.72,010101
2011-09-23,25.06,69.31,96.42,6.31,67.47,59.51,111111
2011-09-26,25.44,71.72,97.84,6.6,68.44,62.01,111011
2011-09-27,25.67,72.91,99.09,6.48,69.48,62.78,000000
2011-09-28,25.575,72.07,95.21,6.16,67.42,61.92,010111
2011-09-29,25.45,73.88,95.17,6.35,68.04,62.37,001000
2011-09-30,24.89,72.63,96.72,6.12,64.57,60.51,001000
2011-10-03,24.53,71.15,98.85,5.53,61.72,58.25,110111
2011-10-04,25.34,72.83,92.61,5.76,63.48,59.14,111111
2011-10-05,25.89,73.95,97.1,5.77,66.16,59.96,101111
2011-10-06,26.34,73.89,98.95,6.28,66.57,61.48,000001
2011-10-07,26.25,73.56,97.71,5.9,65.7,61.81,111111
2011-10-10,26.94,76.28,101.37,6.28,69.38,64.03,101110
2011-10-11,27.0,76.27,102.0,6.37,71.68,63.97,011101
2011-10-12,26.96,77.16,103.21,6.58,71.05,64.32,100000
2011-10-13,27.18,76.37,100.86,6.22,69.8,63.53,111011
2011-10-14,27.27,78.11,103.28,6.19,71.39,63.89,000000
2011-10-17,26.98,77.47,100.66,6.03,69.57,61.78,111111
2011-10-18,27.31,78.89,101.73,6.64,70.13,63.47,000000
2011-10-19,27.13,78.43,98.9,6.4,69.11,63.11,011110
2011-10-20,27.04,78.71,99.02,6.47,69.25,62.49,111011
2011-10-21,27.16,80.13,100.04,6.46,72.23,64.59,111111
2011-10-24,27.19,80.17,104.31,6.72,74.55,64.75,001000
2011-10-25,26.81,79.44,109.6,6.46,73.12,63.72,011111
2011-10-26,26.59,81.07,111.04,6.59,73.93,66.56,110111
2011-10-27,27.25,81.88,110.72,7.05,78.15,67.68,001111
2011-10-28,26.98,81.48,112.14,7.35,78.67,68.17,000000
2011-10-31,26.63,78.09,109.57,6.83,75.9,65.79,001000
2011-11-01,25.99,75.94,110.28,6.4,73.7,63.17,111111
2011-11-02,26.01,77.37,113.72,6.72,74.07,64.4,111111
2011-11-03,26.53,78.86,118.74,6.91,75.73,66.19,000000
2011-11-04,26.25,78.52,118.66,6.49,75.39,65.8,111001
2011-11-07,26.8,79.35,119.41,6.45,75.15,66.29,110111
2011-11-08,27.16,79.76,118.57,6.53,75.63,66.65,000000
2011-11-09,26.2,77.39,116.46,6.16,72.78,64.55,110011
2011-11-10,26.28,78.7,115.07,6.03,73.58,64.83,111111
2011-11-11,26.91,79.72,119.29,6.21,75.79,66.92,000001
2011-11-14,26.76,78.96,117.1,6.05,74.7,67.94,011110
2011-11-15,26.74,79.09,119.44,6.13,76.33,67.94,000010
2011-11-16,26.07,78.25,117.97,5.9,76.43,66.34,000000
2011-11-17,25.54,77.86,114.19,5.8,75.02,66.09,010001
2011-11-18,25.3,77.9,111.01,5.78,74.27,67.46,000000
2011-11-21,25.0,76.91,107.04,5.49,72.68,65.56,001000
2011-11-22,24.79,76.03,109.04,5.37,71.92,64.35,000010
2011-11-23,24.47,74.58,105.93,5.14,74.72,62.36,000101
2011-11-25,24.3,73.9,103.88,5.17,73.64,62.78,110111
2011-11-28,24.87,75.84,97.46,5.25,76.5,64.99,011001
2011-11-29,24.84,76.93,104.51,5.08,75.84,65.26,111111
2011-11-30,25.58,80.44,106.91,5.44,79.25,68.69,000101
2011-12-01,25.28,79.79,106.83,5.53,78.73,70.98,000101
2011-12-02,25.22,79.79,104.26,5.64,77.69,71.3,111110
2011-12-05,25.7,80.45,104.38,5.79,78.14,71.09,011010
2011-12-06,25.66,80.82,106.38,5.78,78.38,70.87,011110
2011-12-07,25.6,81.08,108.8,5.89,78.91,70.6,000000
2011-12-08,25.4,79.87,106.65,5.59,76.88,70.17,111111
2011-12-09,25.7,81.34,108.51,5.72,78.34,71.93,000000
2011-12-12,25.51,80.05,105.47,5.45,76.97,70.9,110000
2011-12-13,25.76,80.53,102.53,5.32,75.22,70.9,000000
2011-12-14,25.59,79.44,99.57,5.23,73.81,69.94,010101
2011-12-15,25.56,80.03,98.21,5.26,73.72,70.61,111001
2011-12-16,26.0,80.16,101.8,5.2,73.65,71.01,000000
2011-12-19,25.53,79.53,100.62,4.985,73.56,70.16,111111
2011-12-20,26.025,82.0,105.12,5.17,76.64,72.44,010111
2011-12-21,25.76,83.12,104.64,5.23,76.92,73.59,110111
2011-12-22,25.81,84.29,103.74,5.47,77.76,74.29,111110
2011-12-23,26.03,85.22,104.39,5.6,78.69,73.97,110001
2011-12-27,26.04,85.28,102.38,5.48,78.44,74.27,000000
2011-12-28,25.82,84.18,100.51,5.285,76.92,73.26,111111
2011-12-29,26.02,85.27,101.22,5.46,77.59,74.11,001100
2011-12-30,25.96,84.76,102.1,5.56,77.35,73.35,111111
2012-01-03,26.765,86.0,108.29,5.8,79.31,74.22,110111
2012-01-04,27.4,86.02,108.14,5.81,80.47,74.33,101110
2012-01-05,27.68,85.76,108.27,6.31,81.64,73.53,100011
2012-01-06,28.105,85.12,107.12,6.18,82.3,73.98,011111
2012-01-09,27.74,85.5,107.62,6.27,82.73,74.53,111111
2012-01-10,27.84,85.72,110.97,6.63,83.75,75.0,000110
2012-01-11,27.72,85.08,108.89,6.87,84.5,74.74,101001
2012-01-12,28.0,84.74,110.86,6.79,84.44,75.51,110010
2012-01-13,28.25,84.88,108.83,6.61,84.66,74.6,111011
2012-01-17,28.255,85.69,109.64,6.48,84.91,75.24,011110
2012-01-18,28.23,86.45,111.54,6.8,86.22,75.06,010111
2012-01-19,28.12,87.03,109.85,6.96,86.94,75.56,110110
2012-01-20,29.71,87.49,109.13,7.07,87.04,75.52,101100
2012-01-23,29.73,87.47,110.11,7.25,86.9,75.51,000100
2012-01-24,29.34,87.18,107.3,7.29,86.42,75.36,111111
2012-01-25,29.56,87.22,110.82,7.35,87.76,75.82,001000
2012-01-26,29.5,86.77,111.94,7.3,87.66,75.31,001010
2012-01-27,29.23,85.83,114.24,7.29,87.99,74.55,100000
2012-01-30,29.61,85.49,113.42,7.07,87.41,74.16,001101
2012-01-31,29.53,83.74,114.41,7.13,86.15,74.18,111111
2012-02-01,29.89,83.97,114.84,7.36,86.92,75.37,101110
2012-02-02,29.95,83.53,116.97,7.45,87.42,75.22,110111
2012-02-03,30.24,84.92,116.17,7.84,88.4,76.34,011100
2012-02-06,30.2,85.75,118.01,7.97,87.82,75.46,110010
2012-02-07,30.35,86.34,114.595,7.85,87.94,75.2,100111
2012-02-08,30.66,85.32,114.56,8.13,88.5,75.46,100101
2012-02-09,30.77,84.88,114.45,8.18,87.93,75.9,000000
2012-02-10,30.495,83.8,112.565,8.07,87.55,74.95,111110
2012-02-13,30.58,84.42,112.92,8.25,88.68,74.85,010011
2012-02-14,30.25,84.67,112.27,7.98,89.05,75.56,000000
2012-02-15,30.05,84.12,111.36,7.78,84.28,75.21,111101
2012-02-16,31.285,85.41,111.38,8.09,83.11,75.27,010011
2012-02-17,31.25,85.62,111.05,8.02,83.87,75.35,111111
2012-02-21,31.44,86.57,113.06,8.11,84.19,75.72,011011
2012-02-22,31.27,86.92,114.74,7.95,84.37,76.06,111100
2012-02-23,31.37,87.02,116.88,8.02,84.1,75.85,110001
2012-02-24,31.48,87.34,115.73,7.88,83.27,76.06,000110
2012-02-27,31.35,87.23,114.86,8.04,83.39,75.21,101100
2012-02-28,31.87,87.14,117.41,8.12,83.33,75.16,000000
2012-02-29,31.74,86.5,114.73,7.97,82.93,74.95,111111
2012-03-01,32.29,86.83,115.98,8.12,83.08,75.08,000100
2012-03-02,32.075,86.33,114.02,8.13,82.28,74.9,010000
2012-03-05,31.8,87.01,111.17,7.97,81.83,74.13,000000
2012-03-06,31.555,85.86,108.48,7.71,79.21,72.56,101101
2012-03-07,31.84,85.83,109.3,8.02,79.21,73.52,101111
2012-03-08,32.01,84.83,111.66,8.06,80.38,74.17,001000
2012-03-09,31.99,84.3,112.41,8.05,80.17,73.29,110001
2012-03-12,32.04,85.55,111.38,7.99,79.46,73.6,110111
2012-03-13,32.67,86.86,110.62,8.49,81.66,74.31,100101
2012-03-14,32.77,86.02,106.67,8.84,81.59,75.23,110111
2012-03-15,32.85,86.09,104.01,9.24,81.64,75.43,010110
2012-03-16,32.6,86.44,101.49,9.8,83.22,75.2,011001
2012-03-19,32.2,86.99,101.97,9.53,83.16,75.4,001100
2012-03-20,31.99,86.6,102.35,9.81,82.39,75.14,001100
2012-03-21,31.91,86.01,103.4,9.82,81.99,75.01,100000
2012-03-22,31.995,85.33,90.6,9.6,80.43,73.92,111111
2012-03-23,32.01,85.55,91.32,9.85,80.84,73.97,111111
2012-03-26,32.59,87.03,91.62,9.93,82.78,75.18,000000
2012-03-27,32.52,86.62,89.26,9.6,82.4,74.81,000100
2012-03-28,32.19,85.86,86.96,9.75,80.36,74.33,011010
2012-03-29,32.12,86.08,87.84,9.53,80.49,74.08,111111
2012-03-30,32.255,86.73,87.98,9.57,80.9,74.37,110111
2012-04-02,32.29,87.07,86.33,9.68,82.19,75.17,000000
2012-04-03,31.94,85.83,83.61,9.49,81.75,74.65,000000
2012-04-04,31.21,84.98,81.31,9.2,81.21,73.67,101110
2012-04-05,31.52,84.82,81.44,9.23,81.83,73.59,001000
2012-04-09,31.1,83.88,88.9,8.93,79.45,72.43,000000
2012-04-10,30.47,82.17,87.74,8.54,76.5126,70.6,010111
2012-04-11,30.345,82.7,85.29,8.86,77.55,71.77,111111
2012-04-12,30.975,83.6,90.11,9.17,79.34,73.5,000010
2012-04-13,30.81,82.95,89.04,8.68,79.47,72.92,110110
2012-04-16,31.075,84.01,86.79,8.79,79.57,72.68,111111
2012-04-17,31.44,85.45,87.09,8.92,80.9,74.09,011010
2012-04-18,31.14,85.75,87.2,8.92,80.94,73.71,001000
2012-04-19,31.01,85.28,87.27,8.77,80.39,73.1,110011
2012-04-20,32.42,85.3,87.13,8.36,80.91,73.55,010000
2012-04-23,32.12,85.69,84.53,8.18,79.99,72.86,011111
2012-04-24,31.92,86.31,84.86,8.21,80.98,73.21,111111
2012-04-25,32.2,86.85,88.21,8.26,81.44,77.08,001110
2012-04-26,32.11,86.07,91.01,8.27,82.3,76.99,011011
2012-04-27,31.98,86.08,91.4,8.25,82.89,77.27,110000
2012-04-30,32.015,86.34,89.15,8.11,82.36,76.8,010111
2012-05-01,32.01,87.04,87.35,8.31,83.34,77.25,000011
2012-05-02,31.8,86.2,86.32,8.16,83.43,77.26,000000
2012-05-03,31.76,85.65,81.89,8.0,82.49,76.83,000000
2012-05-04,30.98,84.57,81.62,7.74,80.69,75.84,000101
2012-05-07,30.65,84.48,80.92,7.96,80.22,75.96,000010
2012-05-08,30.5,84.02,77.61,7.79,80.54,75.4,101000
2012-05-09,30.76,83.31,77.7,7.73,79.05,74.05,000000
2012-05-10,30.74,82.84,77.67,7.7,78.96,73.8,110010
2012-05-11,31.16,83.1,76.72,7.55,79.07,73.56,000000
2012-05-14,30.68,82.12,74.68,7.35,77.33,73.12,000000
2012-05-15,30.21,81.79,73.13,7.3,76.62,72.58,011000
2012-05-16,29.9,82.17,74.03,7.11,74.18,72.35,001000
2012-05-17,29.72,81.91,76.55,6.98,72.97,69.73,000110
2012-05-18,29.27,81.47,76.45,7.02,73.19,69.15,111011
2012-05-21,29.75,82.04,79.63,6.83,75.31,71.78,100100
2012-05-22,29.76,81.95,77.65,6.98,74.93,71.48,011111
