Date,Close,XOM,GOLD,BAC,DE_AGRI,BA,Labels
2006-08-11,24.43,69.73,21.98,51.4,69.07,75.96,100000
2006-08-14,24.53,69.25,21.3,51.13,68.67,75.39,101111
2006-08-15,24.62,68.69,21.73,52.15,69.0,76.58,101111
2006-08-16,24.7,67.57,21.95,52.3,71.84,78.83,010010
2006-08-17,24.7,68.08,21.5,52.14,72.62,78.59,111110
2006-08-18,25.79,69.1,22.08,52.49,72.73,77.62,111000
2006-08-21,26.12,69.83,23.15,52.46,72.25,76.63,010111
2006-08-22,25.62,70.21,22.93,52.5,73.15,76.95,100010
2006-08-23,25.67,69.63,22.8,52.49,73.4,76.36,110100
2006-08-24,25.74,70.72,22.48,52.51,73.27,75.24,101010
2006-08-25,25.85,70.43,22.54,52.13,73.89,73.93,100111
2006-08-28,25.95,70.1,21.62,52.19,75.2,74.72,001100
2006-08-29,25.84,69.41,21.84,52.29,74.75,73.78,000011
2006-08-30,25.8,68.3,21.77,51.7,74.78,75.02,001010
2006-08-31,25.7,67.67,22.44,51.47,78.1,74.9,111111
2006-09-01,25.84,68.1,23.3,51.66,79.09,75.43,011110
2006-09-05,25.61,68.48,24.47,51.75,82.45,75.36,001000
2006-09-06,25.61,67.18,24.75,51.65,80.96,74.44,010010
2006-09-07,25.43,67.69,23.41,51.51,81.11,72.87,100110
2006-09-08,25.6,66.81,22.31,51.66,81.3,72.8,100001
2006-09-11,25.91,64.94,20.54,51.18,79.68,73.82,100111
2006-09-12,25.93,64.7,20.53,51.7,81.1,74.26,111111
2006-09-13,25.98,65.36,20.98,51.9,81.26,76.32,100100
2006-09-14,26.33,64.71,20.18,51.93,79.39,75.01,101010
2006-09-15,26.85,64.65,20.53,51.45,80.87,75.01,011111
2006-09-18,26.79,66.3,21.22,51.78,81.21,75.21,100100
2006-09-19,26.86,65.5,20.16,52.03,79.96,74.87,100101
2006-09-20,27.18,64.11,19.72,52.49,79.6,76.19,010000
2006-09-21,26.9,64.78,19.7,52.24,78.93,76.11,011101
2006-09-22,26.66,64.91,19.89,52.43,77.63,77.25,110111
2006-09-25,26.95,65.06,19.41,52.97,78.91,77.71,111111
2006-09-26,27.2,66.43,20.01,53.48,82.43,79.0,111011
2006-09-27,27.44,67.13,20.52,53.24,83.66,79.41,010110
2006-09-28,27.4,67.46,20.51,53.52,84.78,79.28,000100
2006-09-29,27.35,67.1,20.36,53.57,83.91,78.85,101111
2006-10-02,27.36,67.0,20.9,53.62,83.98,79.97,100101
2006-10-03,27.37,65.41,19.41,54.41,83.59,81.78,111111
2006-10-04,27.94,66.61,19.78,54.82,85.39,83.96,011010
2006-10-05,27.92,67.32,20.42,54.52,87.55,83.62,010001
2006-10-06,27.87,67.52,20.38,54.24,85.29,83.68,000110
2006-10-09,27.72,66.55,20.04,54.51,88.0,82.65,011100
2006-10-10,27.69,67.2,20.25,54.63,87.2,82.13,000010
2006-10-11,27.54,66.53,19.94,54.04,87.37,81.64,111111
2006-10-12,28.22,67.65,20.84,54.26,90.17,83.64,111100
2006-10-13,28.37,68.4,22.12,54.39,88.9,82.39,111011
2006-10-16,28.45,69.83,22.25,53.71,89.71,82.66,000000
2006-10-17,28.44,69.41,21.9,53.68,87.57,82.29,100111
2006-10-18,28.52,69.17,21.3,53.81,87.74,82.74,011000
2006-10-19,28.29,69.73,22.05,53.26,87.53,82.41,100100
2006-10-20,28.43,69.55,21.56,53.62,84.63,81.74,110111
2006-10-23,28.45,69.92,21.39,53.66,85.67,82.8,001011
2006-10-24,28.28,69.89,21.65,53.43,87.46,83.59,111110
2006-10-25,28.31,71.01,22.35,54.0,88.12,80.86,110110
2006-10-26,28.35,71.62,22.07,54.18,88.41,79.14,000001
2006-10-27,28.34,71.46,21.63,53.7,87.0,79.74,101101
2006-10-30,28.53,70.84,21.93,53.92,86.61,80.22,111000
2006-10-31,28.71,71.42,22.67,53.87,85.13,79.86,101001
2006-11-01,28.81,71.06,22.89,53.58,84.82,80.06,010010
2006-11-02,28.77,71.19,22.87,53.55,85.4,79.2,010011
2006-11-03,28.73,72.15,22.57,53.43,85.65,79.97,110111
2006-11-06,28.84,72.91,22.29,54.21,85.75,80.48,101101
2006-11-07,28.95,72.53,22.83,54.42,84.84,84.55,110111
2006-11-08,28.98,73.81,22.5,54.61,87.45,85.45,111000
2006-11-09,29.26,74.61,23.43,54.51,86.6,85.11,000111
2006-11-10,29.24,74.42,23.0,54.77,87.11,85.62,110011
2006-11-13,29.35,74.43,22.95,54.46,88.62,85.69,010111
2006-11-14,29.2285,74.45,22.66,54.83,89.85,85.74,010001
2006-11-15,29.12,74.8,22.46,54.48,89.2,87.08,100111
2006-11-16,29.47,72.67,21.29,54.9,89.42,88.71,011011
2006-11-17,29.4,73.08,21.75,54.85,90.36,89.52,100100
2006-11-20,29.89,72.43,21.3,54.9,89.41,89.12,111011
2006-11-21,29.92,73.39,21.83,54.72,95.27,91.1,001010
2006-11-22,29.92,72.91,21.99,54.63,98.09,90.1,001000
2006-11-24,29.76,72.38,22.71,54.56,97.02,89.77,010000
2006-11-27,29.48,72.47,22.47,53.92,95.17,87.37,011101
2006-11-28,29.39,74.16,22.5,54.27,94.79,87.94,110011
2006-11-29,29.57,76.03,22.5,54.02,96.55,88.89,011000
2006-11-30,29.36,76.81,22.94,53.85,96.0,88.53,011001
2006-12-01,29.12,77.2,23.03,53.5,94.48,89.55,111011
2006-12-04,29.33,77.77,23.31,52.65,96.13,89.58,011101
2006-12-05,29.13,78.06,23.33,52.79,95.45,90.73,000011
2006-12-06,28.99,76.31,23.13,52.69,98.14,90.83,001000
2006-12-07,28.85,75.71,23.25,52.49,96.64,90.01,100011
2006-12-08,29.4,75.5,22.76,51.66,97.07,90.13,101110
2006-12-11,29.54,75.36,23.0,52.55,97.15,89.78,011101
2006-12-12,29.43,76.25,23.03,52.8,94.49,90.31,111110
2006-12-13,29.55,77.36,23.2,53.09,94.7,89.6,111111
2006-12-14,30.07,78.73,23.3,53.17,96.11,89.93,100101
2006-12-15,30.19,77.3,22.96,53.32,95.58,90.7,000110
2006-12-18,29.89,75.51,22.65,53.63,95.99,89.56,111011
2006-12-19,29.99,76.99,23.33,53.58,96.99,90.17,100110
2006-12-20,30.09,76.08,22.77,53.66,97.07,90.1,000000
2006-12-21,29.98,75.87,22.46,53.51,95.9,89.94,001000
2006-12-22,29.64,75.41,22.48,53.35,94.21,88.76,111111
2006-12-26,29.99,76.05,22.77,53.7,95.26,88.79,111111
2006-12-27,30.02,76.96,23.4,53.77,96.49,88.88,011001
2006-12-28,29.98,77.33,23.53,53.65,95.77,89.0,000000
2006-12-29,29.86,76.63,23.46,53.39,95.07,88.84,000001
2007-01-03,29.86,74.11,22.37,53.33,93.48,89.17,000101
2007-01-04,29.81,72.72,21.9,53.67,92.18,89.53,010000
2007-01-05,29.64,73.24,21.55,53.24,90.89,89.15,100110
2007-01-08,29.93,72.65,21.48,53.45,91.34,88.94,100110
2007-01-09,29.96,72.09,21.45,53.5,92.25,88.0,000111
2007-01-10,29.66,70.99,21.04,53.58,92.63,89.27,101010
2007-01-11,30.7,70.98,21.3,53.26,95.5,88.84,111110
2007-01-12,31.21,72.66,21.82,53.38,99.33,88.13,000100
2007-01-16,31.16,71.63,21.82,53.44,99.1,88.0,011011
2007-01-17,31.1,72.46,21.95,53.32,99.89,88.83,000010
2007-01-18,31.0,71.96,21.52,53.29,100.16,88.0,111101
2007-01-19,31.11,73.53,22.01,53.59,98.7,88.63,000100
2007-01-22,30.72,72.9,21.82,53.65,96.87,85.6,111011
2007-01-23,30.74,74.49,22.7,53.32,99.58,87.36,111001
2007-01-24,31.09,74.9,22.97,53.2,98.97,87.6,000000
2007-01-25,30.45,73.52,22.83,52.4,97.17,86.16,111010
2007-01-26,30.6,73.61,23.02,52.04,98.29,85.43,000011
2007-01-29,30.53,73.2,22.84,51.46,98.54,85.5,011111
2007-01-30,30.48,74.39,23.31,52.12,99.92,86.0,101111
2007-01-31,30.86,74.1,23.51,52.58,100.28,89.56,011111
2007-02-01,30.56,75.08,23.55,52.84,103.02,91.05,010010
2007-02-02,30.19,75.54,23.32,52.74,104.33,90.05,010101
2007-02-05,29.61,75.67,23.31,52.88,104.11,90.72,001110
2007-02-06,29.51,75.14,23.35,53.21,104.74,90.63,000100
2007-02-07,29.37,74.79,23.3,53.36,103.5,90.35,011000
2007-02-08,29.26,75.46,23.6,53.32,102.9,89.52,000001
2007-02-09,28.98,75.22,23.36,52.99,102.79,90.0,000110
2007-02-12,28.94,74.6,23.04,53.04,103.22,89.2,111101
2007-02-13,29.01,75.45,23.27,53.73,102.67,89.29,110111
2007-02-14,29.4,75.6,23.25,54.05,111.91,89.94,101011
2007-02-15,29.46,75.34,23.48,53.85,113.52,91.71,000110
2007-02-16,28.74,75.29,23.24,54.05,113.93,90.94,100001
2007-02-20,28.83,74.87,22.96,54.05,113.35,91.03,101010
2007-02-21,29.35,74.78,23.8,53.91,115.95,90.96,111000
2007-02-22,29.39,75.08,23.82,53.7,113.06,90.58,011010
2007-02-23,28.9,75.22,24.21,52.86,113.33,90.28,111000
2007-02-26,29.07,75.4,24.68,52.79,113.21,88.93,000000
2007-02-27,27.87,71.83,22.64,50.8,108.3,87.2,101101
2007-02-28,28.17,71.68,22.9,50.83,108.29,87.26,000001
2007-03-01,28.09,70.99,22.48,50.38,108.22,87.85,000000
2007-03-02,27.76,70.01,21.79,50.01,105.17,87.03,000000
2007-03-05,27.5499,69.98,21.59,49.64,104.2,87.02,111111
2007-03-06,27.83,71.0,22.68,50.94,107.04,87.82,010011
2007-03-07,27.61,71.64,22.67,50.59,110.81,88.71,011101
2007-03-08,27.32,71.85,23.09,50.77,110.79,88.89,000111
2007-03-09,27.28,71.12,22.92,50.95,113.0,89.51,101111
2007-03-12,27.44,70.87,23.29,51.09,113.01,91.2,000000
2007-03-13,26.72,69.91,22.42,49.46,109.34,89.45,111111
2007-03-14,27.4,71.02,22.45,49.77,110.69,89.98,001101
2007-03-15,27.28,70.69,23.0,50.1,110.69,91.04,101000
2007-03-16,27.33,69.86,23.01,49.62,110.04,90.0,111111
2007-03-19,27.83,71.1,23.23,50.37,112.79,90.32,111100
2007-03-20,27.84,72.0,23.31,50.76,112.2,90.16,111111
2007-03-21,28.52,73.23,23.99,51.86,115.42,90.8,010000
2007-03-22,28.27,74.36,23.81,51.64,112.9,90.57,011101
2007-03-23,28.02,75.0242,23.9,51.69,112.18,90.98,111000
2007-03-26,28.22,75.47,24.13,51.56,110.43,90.83,010100
2007-03-27,27.72,75.71,23.84,51.84,108.19,90.52,001000
2007-03-28,27.64,75.56,23.9,50.77,105.5,89.45,111111
2007-03-29,27.75,76.24,24.07,51.19,108.47,89.76,100010
2007-03-30,27.87,75.45,23.91,51.02,108.64,88.91,011000
2007-04-02,27.74,76.16,24.61,50.43,104.48,88.83,111111
2007-04-03,27.87,76.8,25.09,50.86,106.74,89.9,111111
2007-04-04,28.5,77.11,25.66,50.89,107.0,90.27,110011
2007-04-05,28.55,77.22,25.31,50.85,107.57,90.5,100110
2007-04-09,28.57,76.8,25.3,50.86,108.62,90.03,011111
2007-04-10,28.4,77.57,25.41,51.07,108.9,90.84,000000
2007-04-11,28.11,76.77,25.26,50.51,108.43,89.97,111001
2007-04-12,28.54,77.39,25.33,50.28,107.84,90.85,111111
2007-04-13,28.61,77.41,25.93,50.42,108.8,91.03,111110
2007-04-16,28.73,78.17,26.24,51.23,109.64,90.31,110111
2007-04-17,28.85,78.4,25.72,51.3,111.1,90.45,000111
2007-04-18,28.6,78.2,25.69,51.82,111.57,93.88,100000
2007-04-19,28.69,77.46,25.0,50.91,110.7,92.99,111111
2007-04-20,29.02,79.76,25.3,51.04,111.56,93.29,000011
2007-04-23,28.78,79.2,25.14,50.51,112.71,93.64,100111
2007-04-24,28.79,78.6,24.72,50.62,112.92,93.67,111111
2007-04-25,28.99,79.92,24.84,51.23,113.66,94.69,110000
2007-04-26,29.1,80.55,24.13,50.72,113.61,94.26,101100
2007-04-27,30.12,80.36,24.31,50.77,112.23,94.02,000100
2007-04-30,29.94,79.38,23.95,50.9,109.4,93.0,111101
2007-05-01,30.1925,79.66,24.02,50.93,108.7,93.23,111111
2007-05-02,30.61,79.82,24.47,51.01,112.75,93.83,111111
2007-05-03,30.97,80.68,24.85,51.23,113.69,93.85,001110
2007-05-04,30.56,80.55,24.86,51.24,113.84,93.61,110111
2007-05-07,30.71,80.83,24.84,51.42,115.22,94.56,111010
2007-05-08,30.75,81.38,24.85,51.4,115.64,93.86,100111
2007-05-09,30.7799,81.07,24.82,51.45,118.94,94.08,000000
2007-05-10,30.58,79.39,23.96,50.58,117.69,92.8,111111
2007-05-11,30.89,81.23,24.24,50.95,120.0,93.4,110001
2007-05-14,30.97,81.25,23.79,50.78,119.63,93.56,001111
2007-05-15,30.9,81.13,23.92,50.94,120.66,94.34,111101
2007-05-16,31.07,81.45,23.93,51.12,118.4,95.34,010101
2007-05-17,30.98,81.8,23.59,51.13,117.55,96.79,011100
2007-05-18,30.83,83.26,23.95,51.28,116.51,96.63,111011
2007-05-21,31.05,83.59,24.16,51.23,118.81,96.9,000100
2007-05-22,30.69,82.77,23.43,51.5,117.8,96.48,011000
2007-05-23,30.58,82.99,23.64,51.35,115.64,95.57,000001
2007-05-24,30.17,82.28,22.58,51.05,113.04,97.42,111111
2007-05-25,30.48,83.51,23.09,51.2,114.44,98.25,100011
2007-05-29,30.79,82.62,22.93,51.19,115.35,98.5,110011
2007-05-30,31.11,84.0,22.93,50.81,119.44,100.55,001011
2007-05-31,30.6901,83.17,23.441,50.71,120.47,100.59,011100
2007-06-01,30.59,84.22,24.01,50.78,119.76,99.83,101111
2007-06-04,30.715,84.22,24.18,50.85,120.21,99.98,011010
2007-06-05,30.58,84.26,24.26,50.66,120.9,99.5,000000
2007-06-06,30.29,83.62,23.62,50.33,117.57,98.29,000000
2007-06-07,29.62,81.96,22.61,49.79,114.19,96.84,110111
2007-06-08,30.05,82.68,22.5,50.26,116.03,98.19,011010
2007-06-11,30.02,83.06,22.62,50.05,116.55,97.55,000010
2007-06-12,29.85,82.0,22.14,49.66,116.65,96.48,111111
2007-06-13,30.39,83.35,22.34,50.36,120.32,98.47,111011
2007-06-14,30.52,84.77,22.61,50.08,120.72,98.97,011010
2007-06-15,30.49,85.94,22.78,50.08,121.75,98.15,110010
2007-06-18,30.51,86.36,22.7,49.91,122.02,97.4,001100
2007-06-19,30.46,85.84,22.73,50.55,121.63,96.92,000000
2007-06-20,30.01,82.82,22.21,49.98,121.5,96.08,111011
2007-06-21,30.22,84.3,22.36,49.89,124.3,97.2,000000
2007-06-22,29.49,82.52,22.28,48.95,123.35,95.92,000000
2007-06-25,29.49,82.37,21.55,48.85,122.79,95.57,100000
2007-06-26,29.52,81.82,21.41,48.8,120.57,94.98,111110
2007-06-27,29.87,83.48,21.97,49.19,121.57,94.65,010001
2007-06-28,29.83,83.6,21.93,49.09,119.38,95.16,011011
2007-06-29,29.47,83.88,22.19,48.89,120.74,96.16,111111
2007-07-02,29.74,84.82,22.29,49.32,123.5,96.77,110101
2007-07-03,30.02,85.36,22.07,49.55,122.23,97.65,001011
2007-07-05,29.99,85.16,22.12,49.37,123.06,98.36,011011
2007-07-06,29.97,86.46,22.7,49.15,123.71,98.88,011011
2007-07-09,29.87,87.44,22.88,48.81,125.82,99.9,001001
2007-07-10,29.33,86.5,23.11,48.36,123.88,100.25,110110
2007-07-11,29.49,87.29,23.02,48.51,125.21,100.12,111111
2007-07-12,30.07,89.62,23.55,49.53,128.33,100.78,010011
2007-07-13,29.82,90.33,23.31,49.5,131.08,101.88,100111
2007-07-16,30.03,89.7,23.19,49.62,131.6,102.07,101100
2007-07-17,30.7799,89.09,23.43,49.8,130.9,102.05,111000
2007-07-18,30.92,91.15,23.91,49.36,130.7,101.82,111011
2007-07-19,31.51,92.29,24.11,49.27,133.68,102.48,000001
2007-07-20,31.16,91.94,24.05,48.31,129.07,103.86,111001
2007-07-23,31.19,93.44,24.24,48.15,127.96,104.04,000000
2007-07-24,30.8,90.84,23.9,47.15,125.99,103.8,010101
2007-07-25,30.71,92.79,23.46,47.93,124.32,107.23,000000
2007-07-26,29.98,88.23,22.87,47.23,121.02,103.7,000101
2007-07-27,29.3901,85.59,22.4499,47.41,118.94,103.71,111111
2007-07-30,29.4,86.01,22.99,47.7,122.31,105.54,000000
2007-07-31,28.99,85.13,22.9,47.42,120.42,103.43,110101
2007-08-01,29.3,85.84,22.37,47.63,119.87,104.53,101111
2007-08-02,29.52,85.18,22.49,47.78,120.18,105.93,001000
2007-08-03,28.9601,82.08,22.86,47.0,117.46,104.24,111111
2007-08-06,29.54,83.54,23.13,48.16,119.9,104.34,111110
2007-08-07,29.55,85.7,23.33,48.67,123.79,103.22,111110
2007-08-08,30.0,87.9,24.48,49.7,124.84,102.72,000000
2007-08-09,29.3,83.6,24.32,48.35,120.1,98.3,011101
2007-08-10,28.71,84.51,24.42,48.59,117.3,98.44,000011
2007-08-13,28.63,82.92,24.06,48.5,118.65,100.05,010000
2007-08-14,28.27,83.13,23.66,47.86,117.09,97.63,000110
2007-08-15,28.1,81.69,23.02,48.23,120.6,95.51,000100
2007-08-16,27.81,80.67,21.62,49.85,120.53,92.74,111111
2007-08-17,28.25,84.14,22.19,51.76,124.61,95.93,111011
2007-08-20,28.26,84.53,22.82,51.35,128.27,97.21,001010
2007-08-21,28.07,83.15,23.15,51.3,129.3,96.95,111111
2007-08-22,28.22,83.58,23.73,51.65,130.72,97.99,110100
2007-08-23,28.3,83.75,23.23,51.83,127.38,96.74,111111
2007-08-24,28.81,85.69,23.64,51.87,130.26,98.47,001011
2007-08-27,28.49,85.12,23.82,50.87,130.27,98.54,000000
2007-08-28,27.93,83.0,23.24,49.66,126.42,95.65,111111
2007-08-29,28.59,85.23,23.78,50.55,131.45,96.9,010010
2007-08-30,28.45,85.4,23.75,50.21,131.9,96.85,111110
2007-08-31,28.73,85.73,23.95,50.68,136.06,96.7,111110
2007-09-04,28.81,87.23,25.05,51.08,138.64,95.92,000000
2007-09-05,28.48,87.22,25.02,49.95,137.56,95.84,111001
2007-09-06,28.91,87.49,27.19,49.79,136.79,96.2,001000
2007-09-07,28.44,85.75,28.48,49.02,135.86,94.84,101011
2007-09-10,28.48,84.86,28.56,48.96,136.98,95.33,111111
2007-09-11,28.93,86.94,29.09,49.45,138.29,97.44,010001
2007-09-12,28.93,87.65,28.65,49.39,137.83,98.32,111111
2007-09-13,29.16,88.62,28.98,49.86,137.95,98.95,010101
2007-09-14,29.04,88.67,27.78,49.95,137.93,99.35,011010
2007-09-17,28.725,89.26,27.93,49.51,139.43,98.64,111110
2007-09-18,28.93,91.76,29.84,51.21,145.86,98.4728,011001
2007-09-19,28.67,92.12,31.2,51.07,145.1,100.02,000001
2007-09-20,28.4201,92.09,31.14,50.79,144.48,101.25,110111
2007-09-21,28.6499,92.31,30.4999,51.24,147.28,102.59,101001
2007-09-24,29.08,91.73,30.9,50.59,145.75,103.05,111001
2007-09-25,29.5599,91.96,30.96,50.22,142.17,104.93,010110
2007-09-26,29.5,92.37,30.32,50.41,146.15,104.45,011111
2007-09-27,29.49,92.97,31.66,50.6,147.39,105.46,001010
2007-09-28,29.46,92.56,33.24,50.27,148.42,104.99,111111
2007-10-01,29.7701,93.95,33.59,50.64,150.92,106.65,000100
2007-10-02,29.7,92.24,31.9,51.72,148.25,105.93,000100
2007-10-03,29.4525,91.33,31.18,51.93,145.01,104.72,100110
2007-10-04,29.71,90.92,30.9,52.4,147.61,104.5,111100
2007-10-05,29.84,91.36,31.99,52.71,147.27,102.25,000010
2007-10-08,29.84,90.68,31.8,52.43,148.62,101.07,110111
2007-10-09,30.0999,92.67,31.56,52.57,151.51,101.45,111010
2007-10-10,30.23,93.13,32.89,52.3,154.7,98.68,001100
2007-10-11,29.91,92.66,34.11,52.42,152.78,96.26,111011
2007-10-12,30.17,93.48,35.34,52.07,154.22,96.69,010010
2007-10-15,30.04,94.82,35.26,51.42,154.42,94.83,100001
2007-10-16,30.32,94.74,34.34,50.2,151.04,95.94,110000
2007-10-17,31.08,94.8,33.97,50.03,150.6,95.59,111011
2007-10-18,31.16,95.05,34.75,48.85,152.55,96.94,000000
2007-10-19,30.17,92.14,34.62,47.57,145.14,93.9,100101
2007-10-22,30.51,90.91,34.37,47.78,144.84,94.93,111011
2007-10-23,30.9,91.35,35.13,47.78,149.87,94.95,111000
2007-10-24,31.25,92.13,36.01,47.48,148.87,94.26,101001
2007-10-25,31.99,91.57,36.73,47.0,147.34,96.0,111101
2007-10-26,35.03,92.21,37.28,48.03,145.44,96.02,010011
2007-10-29,34.57,93.61,36.91,47.98,150.96,96.99,100101
2007-10-30,35.57,91.14,35.4,47.99,150.65,97.33,111111
2007-10-31,36.81,91.99,35.94,48.28,154.9,98.59,101000
2007-11-01,37.06,88.5,36.95,45.71,150.55,96.6,001011
2007-11-02,37.06,87.93,37.18,45.11,152.73,97.76,000011
2007-11-05,36.73,87.66,36.1,44.45,154.28,97.97,011110
2007-11-06,36.41,90.38,36.9,45.56,160.3,97.7,000000
2007-11-07,35.52,87.2,35.4301,43.31,154.32,96.89,011110
2007-11-08,34.74,89.42,37.4,43.5,157.91,96.28,000100
2007-11-09,33.73,86.85,37.4,43.98,153.03,94.21,000000
2007-11-12,33.38,84.54,34.7,43.98,141.84,92.86,111111
2007-11-13,34.46,86.88,36.11,46.27,145.87,93.7,001010
2007-11-14,33.93,86.31,38.86,45.73,147.1,92.79,000000
2007-11-15,33.76,84.49,37.19,44.08,141.94,91.34,111110
2007-11-16,34.09,85.1,37.6,44.37,145.06,89.99,000000
2007-11-19,33.96,84.11,36.76,42.82,141.51,88.27,111010
2007-11-20,34.58,87.82,38.13,42.77,145.0,87.86,000010
2007-11-21,34.23,87.04,37.84,42.14,152.06,87.41,011111
2007-11-23,34.11,88.29,38.56,43.15,156.64,89.54,000011
2007-11-26,32.97,85.68,36.82,41.88,158.46,89.93,110111
2007-11-27,33.06,86.38,36.31,42.94,161.04,91.73,111111
2007-11-28,33.7,87.92,36.42,44.85,170.0,93.61,010000
2007-11-29,33.59,88.59,35.7,44.63,169.29,93.21,110110
2007-11-30,33.6,89.16,35.18,46.13,171.8,92.54,001010
2007-12-03,32.92,88.85,35.32,45.47,177.04,91.79,000000
2007-12-04,32.77,88.12,34.81,44.71,87.69,89.99,110111
2007-12-05,34.15,89.92,34.48,45.23,88.9,90.7,111111
2007-12-06,34.55,91.44,34.75,45.96,90.49,91.78,011001
2007-12-07,34.53,91.5,34.97,45.37,88.11,93.16,111110
2007-12-10,34.76,92.03,35.84,46.64,88.89,92.64,000000
2007-12-11,34.1,90.28,35.61,44.65,85.39,88.7,111010
2007-12-12,34.47,91.92,36.05,43.43,87.9,86.92,110011
2007-12-13,35.22,92.72,34.47,43.05,88.85,88.55,100000
2007-12-14,35.31,91.18,34.03,42.16,87.16,88.42,000000
2007-12-17,34.39,89.89,32.52,41.7,84.27,87.4,111000
2007-12-18,34.74,91.42,33.87,41.5,83.85,87.17,111100
2007-12-19,34.79,91.43,33.93,41.59,83.63,86.62,111011
2007-12-20,35.52,92.13,34.24,41.41,86.63,87.19,111111
2007-12-21,36.06,93.43,35.65,41.92,89.83,89.07,110111
2007-12-24,36.58,93.66,35.39,42.28,91.66,90.02,111110
2007-12-26,36.61,94.81,36.62,42.3,92.67,90.0,001000
2007-12-27,35.97,93.67,37.02,41.46,90.37,88.88,111010
2007-12-28,36.12,95.0,37.28,41.1,92.28,88.25,000110
2007-12-31,35.6,93.69,37.13,41.26,93.12,87.46,001000
2008-01-02,35.22,93.51,38.15,40.56,90.2,86.62,111011
2008-01-03,35.37,93.83,38.64,40.3,93.9,86.98,000000
2008-01-04,34.38,92.08,37.22,39.85,89.98,85.82,101100
2008-01-07,34.61,91.22,37.23,39.9,88.4,82.87,001000
2008-01-08,33.45,90.05,41.22,38.41,88.06,79.91,110101
2008-01-09,34.44,91.56,40.99,38.74,87.65,80.3,011111
2008-01-10,34.33,91.66,42.29,39.3,90.24,82.36,001000
2008-01-11,33.91,90.3,43.7,38.5,89.26,80.52,111111
2008-01-14,34.39,90.83,46.38,39.22,94.69,81.67,000000
2008-01-15,34.0,89.02,43.85,37.88,92.36,77.86,000101
2008-01-16,33.23,86.53,41.23,38.69,87.86,79.87,000000
2008-01-17,33.11,83.91,40.88,36.91,79.09,79.52,011000
2008-01-18,33.01,85.08,42.04,35.97,76.4,78.4,001110
2008-01-22,31.99,82.45,44.71,37.39,83.15,77.6,011100
2008-01-23,31.93,83.45,45.33,40.57,82.94,76.57,111001
2008-01-24,33.25,86.0,48.7,39.9,82.59,77.62,000010
2008-01-25,32.94,83.94,48.54,39.48,82.88,77.03,010111
2008-01-28,32.72,85.13,47.01,41.2,85.43,77.6,000111
2008-01-29,32.6,85.08,46.72,41.94,86.74,80.96,011101
2008-01-30,32.2,85.28,47.28,42.21,86.47,82.8699,111111
2008-01-31,32.6,86.4,47.71,44.15,87.56,83.18,000110
2008-02-01,30.4498,85.95,46.67,45.03,88.91,82.76,000001
2008-02-04,30.19,85.44,44.19,44.03,88.2,82.9,000000
2008-02-05,29.07,82.11,42.6,42.37,83.48,81.69,001000
2008-02-06,28.52,81.44,44.15,42.33,83.3,79.91,010100
2008-02-07,28.12,81.89,43.74,43.37,81.98,79.75,101010
2008-02-08,28.56,81.71,47.1,42.16,82.46,79.33,010011
2008-02-11,28.21,83.22,46.95,42.14,84.34,81.13,110111
2008-02-12,28.34,84.38,46.39,42.82,86.48,83.56,111101
2008-02-13,28.96,85.49,47.8,43.33,85.54,85.48,011010
2008-02-14,28.5,85.55,48.0,42.24,86.34,85.22,000100
2008-02-15,28.42,85.37,47.34,42.7,85.0,85.18,011001
2008-02-19,28.17,87.01,49.82,42.67,83.49,85.37,111110
2008-02-20,28.22,88.1,51.47,42.97,85.78,84.0,000010
2008-02-21,28.1,86.92,50.4,42.21,85.88,82.01,010111
2008-02-22,27.68,87.17,50.13,42.6,87.17,83.04,110111
2008-02-25,27.84,89.13,48.97,42.94,88.99,84.66,111000
2008-02-26,28.38,89.89,51.78,42.72,87.46,84.57,001100
2008-02-27,28.26,89.39,52.72,42.88,86.24,83.95,000011
2008-02-28,27.93,89.38,52.69,41.42,86.97,84.8,000000
2008-02-29,27.1999,87.01,51.64,39.74,85.21,82.79,011010
2008-03-03,26.99,87.75,53.92,39.18,87.57,80.67,100000
2008-03-04,27.59,86.69,51.99,38.78,86.69,79.62,111011
2008-03-05,28.1199,87.19,54.3199,37.55,89.28,80.7124,001000
2008-03-06,27.57,84.51,55.65,36.52,87.85,79.51,100100
2008-03-07,27.87,82.49,53.66,36.74,83.22,76.6,100000
2008-03-10,28.05,82.46,49.24,35.31,81.25,74.38,111110
2008-03-11,29.28,86.68,52.66,37.72,85.73,73.4,001000
2008-03-12,28.63,85.97,52.8,37.03,83.98,72.45,011111
2008-03-13,28.62,87.05,53.29,37.14,84.23,74.18,001001
2008-03-14,27.96,85.91,53.64,35.69,82.88,76.23,100100
2008-03-17,28.3,85.79,52.35,35.96,81.03,75.49,110111
2008-03-18,29.42,88.47,50.83,38.93,83.43,76.53,000000
2008-03-19,28.62,84.43,46.43,38.56,79.49,73.45,110101
2008-03-20,29.18,85.0,44.15,41.86,79.23,74.8,010111
2008-03-24,29.17,85.95,43.81,42.45,81.447,76.29,001010
2008-03-25,29.14,85.2,47.25,40.97,82.24,75.9,011001
2008-03-26,28.56,86.26,49.62,39.84,80.82,76.3,000000
2008-03-27,28.05,86.2,46.46,38.64,79.15,74.22,001010
2008-03-28,27.91,85.22,46.89,38.07,79.94,73.47,100011
2008-03-31,28.38,84.58,46.34,37.91,80.44,74.37,110111
